source,region,shrubs,herbaceous_vegetation,cultivated_and_managed_vegetation/agriculture_(cropland),urban_/_built_up,bare_/_sparse_vegetation,permanent_water_bodies,herbaceous_wetland,"closed_forest,_evergreen,_broad_leaf","closed_forest,_deciduous_broad_leaf","closed_forest,_unknown","open_forest,_evergreen_broad_leaf","open_forest,_deciduous_broad_leaf","open_forest,_unknown_definitions",open_sea,Date
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,25-03-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,25-03-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,25-03-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,25-03-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,25-03-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,25-03-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,25-03-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,26-03-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,26-03-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,26-03-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,26-03-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,26-03-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,26-03-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,26-03-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,27-03-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,27-03-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,27-03-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,27-03-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,27-03-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,27-03-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,27-03-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,28-03-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,28-03-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,28-03-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,28-03-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,28-03-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,28-03-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,28-03-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,29-03-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,29-03-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,29-03-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,29-03-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,29-03-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,29-03-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,29-03-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,30-03-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,30-03-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,30-03-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,30-03-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,30-03-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,30-03-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,30-03-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,31-03-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,31-03-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,31-03-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,31-03-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,31-03-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,31-03-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,31-03-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,01-04-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,01-04-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,01-04-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,01-04-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,01-04-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,01-04-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,01-04-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,02-04-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,02-04-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,02-04-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,02-04-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,02-04-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,02-04-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,02-04-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,03-04-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,03-04-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,03-04-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,03-04-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,03-04-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,03-04-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,03-04-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,04-04-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,04-04-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,04-04-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,04-04-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,04-04-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,04-04-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,04-04-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,05-04-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,05-04-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,05-04-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,05-04-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,05-04-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,05-04-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,05-04-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,06-04-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,06-04-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,06-04-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,06-04-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,06-04-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,06-04-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,06-04-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,07-04-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,07-04-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,07-04-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,07-04-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,07-04-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,07-04-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,07-04-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,08-04-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,08-04-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,08-04-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,08-04-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,08-04-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,08-04-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,08-04-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,09-04-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,09-04-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,09-04-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,09-04-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,09-04-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,09-04-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,09-04-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,10-04-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,10-04-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,10-04-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,10-04-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,10-04-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,10-04-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,10-04-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,11-04-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,11-04-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,11-04-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,11-04-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,11-04-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,11-04-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,11-04-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,12-04-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,12-04-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,12-04-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,12-04-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,12-04-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,12-04-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,12-04-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,13-04-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,13-04-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,13-04-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,13-04-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,13-04-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,13-04-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,13-04-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,14-04-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,14-04-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,14-04-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,14-04-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,14-04-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,14-04-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,14-04-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,15-04-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,15-04-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,15-04-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,15-04-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,15-04-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,15-04-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,15-04-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,16-04-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,16-04-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,16-04-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,16-04-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,16-04-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,16-04-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,16-04-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,17-04-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,17-04-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,17-04-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,17-04-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,17-04-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,17-04-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,17-04-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,18-04-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,18-04-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,18-04-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,18-04-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,18-04-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,18-04-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,18-04-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,19-04-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,19-04-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,19-04-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,19-04-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,19-04-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,19-04-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,19-04-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,20-04-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,20-04-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,20-04-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,20-04-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,20-04-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,20-04-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,20-04-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,21-04-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,21-04-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,21-04-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,21-04-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,21-04-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,21-04-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,21-04-19
Jan_16,NSW,6.2,43.6,13,0.3,0.2,0.2,0.1,14.7,6.8,0.3,0.5,3.7,10.3,0.1,22-04-19
Jan_16,NT,18.1,48.9,0.1,0,0.4,0.1,0.1,1,7.7,0.1,0.1,13.6,9.3,0.5,22-04-19
Jan_16,QL,9.5,45.3,1.6,0.1,1.1,0.1,0,5.3,13.3,0.3,0.1,12,11,0.3,22-04-19
Jan_16,SA,24.1,54.8,5.8,0.1,4.8,1.2,0.1,0.3,1.3,0.1,0.1,1.4,5.3,0.6,22-04-19
Jan_16,TA,0.7,23.8,1.2,0.2,0.1,1.9,1.4,50.1,0.6,1.1,7.2,1.5,7.2,3,22-04-19
Jan_16,WA,31.3,43.5,5.6,0,1,0.4,0,1.2,2.4,0.2,0.1,4.8,8.7,0.8,22-04-19
Jan_16,VI,1.4,35,23.3,1,0.1,0.6,0.3,23.9,3.8,0.3,1.5,2.7,5.2,0.9,22-04-19
